University Label,University ID,Neighbor Label,Neighbor ID,degree_centrality
Nanjing University of Aeronautics & Astronautics,233,State University System of Florida,844,0.19520345979948892
Nanjing University of Aeronautics & Astronautics,233,Xiamen University,26,0.19304108511893062
Nanjing University of Aeronautics & Astronautics,233,Max Planck Society,118,0.1914684489876155
Nanjing University of Aeronautics & Astronautics,233,East China Normal University,582,0.19028897188912916
Nanjing University of Aeronautics & Astronautics,233,Hunan University,157,0.18871633575781405
Nanjing University of Aeronautics & Astronautics,233,Harvard University,580,0.1879300176921565
Nanjing University of Aeronautics & Astronautics,233,University of California Los Angeles,988,0.18635738156084136
Nanjing University of Aeronautics & Astronautics,233,University System of Georgia,834,0.18635738156084136
Nanjing University of Aeronautics & Astronautics,233,University of Illinois System,928,0.1859642225280126
Nanjing University of Aeronautics & Astronautics,233,Egyptian Knowledge Bank (EKB),1055,0.1859642225280126
Nanjing University of Aeronautics & Astronautics,233,University of New South Wales Sydney,65,0.18537448397876943
Nanjing University of Aeronautics & Astronautics,233,University College London,825,0.18439158639669748
Nanjing University of Aeronautics & Astronautics,233,White Rose University Consortium,1170,0.1841950068802831
Nanjing University of Aeronautics & Astronautics,233,University System of Ohio,908,0.18321210929821113
Nanjing University of Aeronautics & Astronautics,233,University of Sydney,71,0.17967367800275214
